mean_ht,std_ht,mean_ppt,std_ppt,mean_rrt,std_rrt,mean_rpt,std_rpt,UserID
72.0,21.0493924633687,229.33333333333334,60.428102365998186,225.33333333333334,69.95871798583948,157.33333333333334,65.01965514792857,1.0
70.38461538461539,16.83649178484941,185.91666666666666,34.86272683285434,182.0,38.4642691338338,113.66666666666667,44.54835076134194,1.0
80.3076923076923,16.498879287741918,239.25,130.55594267082088,237.91666666666666,139.13570014757374,156.83333333333334,127.84680502678019,1.0
72.0,20.373436702650906,331.9166666666667,352.6496037932773,330.0,338.38956839713603,259.9166666666667,347.13024893002654,1.0
74.76923076923077,13.325244094481526,173.83333333333334,45.48778834906012,176.0,38.17721833764215,100.83333333333333,45.58660865746529,1.0
73.07692307692308,28.682510185347173,196.0,48.449286200452256,195.91666666666666,52.40142862768364,122.75,52.938840498572816,1.0
78.76923076923077,16.08225895993588,201.91666666666666,55.8636111932943,200.0,45.05552130427524,122.58333333333333,53.969834681565914,1.0
69.84615384615384,17.58865960627933,190.0,42.14656965084268,187.83333333333334,38.04784999035936,118.33333333333333,38.40211221042695,1.0
109.3076923076923,22.31723933638821,142.08333333333334,53.627509006313375,142.66666666666666,57.31395021187153,31.583333333333332,63.38961315196328,2.0
115.61538461538461,19.617646928363175,138.66666666666666,59.14717988956776,138.66666666666666,64.8425443328341,21.416666666666668,63.21057181270305,2.0
112.3076923076923,41.64203611253457,129.0,57.879184513951124,126.66666666666667,63.66623036499718,12.916666666666666,70.80190479233042,2.0
114.61538461538461,37.77573185472074,138.66666666666666,72.7831634987714,138.08333333333334,54.98857204506728,21.916666666666668,60.20445489238225,2.0
113.38461538461539,37.745174855232435,141.91666666666666,48.51023660585007,140.0,66.51440946642063,23.083333333333332,71.0157944091,2.0
118.6923076923077,27.40405532983595,138.0,39.818337484129096,137.91666666666666,63.791925211755625,17.333333333333332,60.1793615416079,2.0
110.92307692307692,19.695612703424935,160.0,98.45726653393001,159.91666666666666,96.9686017338717,47.833333333333336,103.0346489725126,2.0
116.0,29.1600358763101,150.33333333333334,47.683563438801656,146.66666666666666,63.22886120189805,30.916666666666668,66.78005981495441,2.0
95.0,36.08536886542586,149.91666666666666,29.65203290763646,154.75,75.20430506294171,57.75,53.665825562766976,3.0
95.3076923076923,21.846966398756656,132.75,30.93575331769591,132.66666666666666,58.472690681681094,37.416666666666664,45.585923143980416,3.0
96.76923076923077,15.393074597432776,144.0,62.65647080177221,147.91666666666666,65.91719342393826,49.166666666666664,60.548648943546944,3.0
94.07692307692308,18.7348360772182,136.25,67.962152457575,142.0,71.94673956013109,46.0,64.87552183476703,3.0
89.61538461538461,17.873652554005346,180.0,104.00160255175558,182.0,110.21418541488508,90.91666666666667,103.70427372528525,3.0
93.15384615384616,13.872197728640016,174.0,99.90662307041177,176.0,106.99844235626361,83.08333333333333,106.72898570158385,3.0
91.3076923076923,16.82664834940566,136.0,50.4942240921342,137.91666666666666,57.767433635993285,45.083333333333336,48.46211292224978,3.0
92.15384615384616,22.05533653840914,167.91666666666666,52.403018890984605,167.91666666666666,75.84244450760332,75.91666666666667,65.35602284581141,3.0
85.61538461538461,14.746777804703704,222.5,95.79622469944557,223.33333333333334,94.40103577586189,136.58333333333334,98.367049304576,4.0
82.3076923076923,21.452576016681057,360.0,420.98337259326524,361.9166666666667,436.9646168614673,278.75,424.4292491099076,4.0
88.92307692307692,18.615384615384617,340.0,391.0381481816491,342.0,378.98526796345703,251.66666666666666,383.08296171398115,4.0
83.23076923076923,19.73343061972927,521.0833333333334,476.4391283842623,523.9166666666666,471.3239258254938,438.9166666666667,479.08097059775696,4.0
82.6923076923077,25.62566206389637,219.33333333333334,68.96778636113787,221.75,74.58007441669658,139.75,73.03209910717341,4.0
86.38461538461539,16.877561168780193,343.8333333333333,437.21120627093825,347.9166666666667,429.20866299375746,259.5833333333333,426.8476422826091,4.0
79.0,23.03175065993765,440.6666666666667,340.75928290934183,444.4166666666667,363.4027743274518,363.0833333333333,350.96330727806225,4.0
84.38461538461539,18.449675675858877,306.6666666666667,142.60278943819984,308.6666666666667,159.99548604743683,223.83333333333334,146.47345227795452,4.0
73.84615384615384,17.514153194778718,180.0,54.405882034941776,180.0,56.142675390472796,106.0,57.51521537819362,5.0
71.07692307692308,33.48814150265397,170.58333333333334,60.25426448716214,176.16666666666666,51.14820513848838,99.16666666666667,53.53010575575414,5.0
79.53846153846153,33.28805603450302,154.58333333333334,61.09617873120671,164.5,58.95973202110064,78.33333333333333,44.95985863955634,5.0
81.0,30.634319618061348,184.0,53.99382680763916,186.0,47.918333304348835,102.25,41.34433657306242,5.0
101.3076923076923,44.12113502861206,186.0,36.90754213797861,187.91666666666666,51.89967619252445,84.25,41.67158304328422,5.0
89.92307692307692,23.33851731649944,178.08333333333334,35.12230614422818,177.91666666666666,34.781360749049995,88.5,28.62545487265952,5.0
82.84615384615384,23.644307019616154,219.33333333333334,119.65529193850513,219.33333333333334,96.94872642565015,137.58333333333334,108.51455995497665,5.0
67.6923076923077,23.354737998578543,162.5,50.919053408326434,168.5,34.659053651246744,95.25,37.34997768852524,5.0
73.76923076923077,20.77037033910731,167.91666666666666,64.39650395962674,167.91666666666666,79.73336642975902,94.0,70.79665717155484,6.0
76.07692307692308,24.231135528366863,176.0,49.95998398718719,174.0,44.753025968456406,97.58333333333333,52.40460910602765,6.0
81.6923076923077,12.999317232866888,178.08333333333334,53.87401713462829,178.0,55.34287066400995,95.5,55.40231643773269,6.0
80.6923076923077,17.201898890639576,168.0,56.31015302175384,168.0,53.67184240052382,88.58333333333333,52.82117367958506,6.0
